Id,Label,Name,Name2,number.links,total.link.strength,citations,degree,n.betweeness
16811,"mouchet ma, 2010, funct ecol, v24, p867, doi 10.1111/j.1365-2435.2010.01695.x",,,132,141,2,132,0.00001
24033,"trent tt, 1974, j wildlife manage, v38, p459, doi 10.2307/3800877",,,132,134,2,132,0.00001
24815,"villeger s, 2008, ecology, v89, p2290, doi 10.1890/07-1206.1",,,132,141,2,132,0.00001
909,"andresen l, 2014, j zool, v292, p212, doi 10.1111/jzo.12098",,,129,139,2,129,0.00001
10454,"henschel p, 2016, front ecol evol, v4, doi 10.3389/fevo.2016.00110",,,129,130,2,129,0.00001
14881,"madsen ek, 2020, oryx, v54, p395, doi 10.1017/s0030605318000297",,,129,139,2,129,0.00001
372,"achard f, 2002, science, v297, p999, doi 10.1126/science.1070656",,,127,129,2,127,0.00001
26158,"wright sj, 1994, oikos, v71, p279, doi 10.2307/3546277",,,127,132,2,127,0.00001
12038,"jones pd, 2010, wetlands, v30, p381, doi 10.1007/s13157-010-0060-8",,,126,180,3,126,0.00001
13875,"leonard pb, 2012, forest ecol manag, v284, p107, doi 10.1016/j.foreco.2012.07.034",,,126,180,3,126,0.00001
18072,"paetkau d, 2003, mol ecol, v12, p1375, doi 10.1046/j.1365-294x.2003.01820.x",,,126,166,3,126,0.00001
19092,"poole kg, 2001, wildlife biol, v7, p105, doi 10.2981/wlb.2001.014",,,126,166,3,126,0.00001
22179,"skelly dk, 2014, ecol appl, v24, p340, doi 10.1890/13-1042.1",,,126,180,3,126,0.00001
25063,"walls sc, 2014, wetlands, v34, p197, doi 10.1007/s13157-013-0498-6",,,126,180,3,126,0.00001
9616,"guneralp b, 2015, ambio, v44, p532, doi 10.1007/s13280-015-0625-0",,,125,140,2,125,0.00001
10991,"horowitz ss, 2017, global urban agriculture: convergence of theory and practice between north and south, p207, doi 10.1079/9781780647326.0207",,,125,140,2,125,0.00001
12861,"klemp s, 2003, ibis, v145, p509, doi 10.1046/j.1474-919x.2003.00194.x",,,125,128,2,125,0.00001
13730,"lee mb, 2018, agr ecosyst environ, v265, p254, doi 10.1016/j.agee.2018.06.016",,,125,140,2,125,0.00001
14795,"macgregor-fors i, 2011, basic appl ecol, v12, p372, doi 10.1016/j.baae.2011.04.003",,,125,140,2,125,0.00001
21069,"sandstrom ug, 2006, landscape urban plan, v77, p39, doi 10.1016/j.landurbplan.2005.01.004",,,125,140,2,125,0.00001
24175,"tzoulas k, 2007, landscape urban plan, v81, p167, doi 10.1016/j.landurbplan.2007.02.001",,,125,140,2,125,0.00001
12499,"kelly mj, 2008, j mammal, v89, p408, doi 10.1644/06-mamm-a-424r.1",,,123,126,2,123,0.00001
25407,"wells kd, 2010, ecology behav amphib",,,122,124,2,122,0.00001
4036,"carrete m, 2005, oikos, v108, p125, doi 10.1111/j.0030-1299.2005.12942.x",,,121,123,2,121,0.00001
7442,"fedy bc, 2011, j wildlife manage, v75, p1022, doi 10.1002/jwmg.155",,,121,152,3,121,0.00001
18447,"pebesma ej, 2004, comput geosci-uk, v30, p683, doi 10.1016/j.cageo.2004.03.012",,,121,124,2,121,0.00001
5598,"dalpasso a, 2022, divers distrib, v28, p770, doi 10.1111/ddi.13483",,,120,127,2,120,0.00001
7319,"falaschi m, 2021, amphibia-reptilia, v42, p297, doi 10.6084/m9.figshare.14134997",,,120,127,2,120,0.00001
10658,"hines j. e., 2006, presence4 software e",,,120,121,2,120,0.00001
15619,"mccarthy ma, 2008, am nat, v172, p216, doi 10.1086/588074",,,120,124,2,120,0.00001
16918,"muraro m, 2021, neobiota, v70, p69, doi 10.3897/neobiota.70.65454",,,120,127,2,120,0.00001
8637,"gelman a., 1992, bayesian stat, p625",,,119,122,2,119,0.00001
24436,"valente jj, 2017, methods ecol evol, v8, p1707, doi 10.1111/2041-210x.12840",,,118,120,2,118,0.00001
1082,"arnett eb, 2008, j wildlife manage, v72, p61, doi 10.2193/2007-221",,,115,120,2,115,0.00001
1640,"barlow ke, 2015, biol conserv, v182, p14, doi 10.1016/j.biocon.2014.11.022",,,115,120,2,115,0.00001
3267,"broekhuis f, 2016, plos one, v11, doi 10.1371/journal.pone.0153875",,,113,119,2,113,0.00001
12931,"knopf fl, 1988, wilson bull, v100, p272",,,113,115,2,113,0.00001
24306,"urban d, 2001, ecology, v82, p1205, doi 10.1890/0012-9658(2001)082[1205:lcagtp]2.0.co;2",,,113,115,2,113,0.00001
11356,"indermaur l, 2010, ecography, v33, p887, doi 10.1111/j.1600-0587.2010.06150.x",,,112,116,2,112,0.00001
26386,"zanini f, 2009, divers distrib, v15, p469, doi 10.1111/j.1472-4642.2008.00556.x",,,112,116,2,112,0.00001
26194,"wunderle jm, 1993, condor, v95, p904, doi 10.2307/1369428",,,110,112,2,110,0.00001
1175,"asner gp, 2018, biol conserv, v217, p289, doi 10.1016/j.biocon.2017.10.020",,,108,112,2,108,0.00001
19111,"popescu vd, 2017, ecol evol, v7, p7134, doi 10.1002/ece3.3177",,,104,106,2,104,0.00001
14497,"louvrier j, 2018, ecol model, v387, p61, doi 10.1016/j.ecolmodel.2018.09.002",,,103,105,2,103,0.00001
24366,"usdi fish and wildlife service, 1990, fed register, v55, p26114",,,103,115,2,103,0.00001
5337,"cribari-neto f, 2010, j stat softw, v34, p1",,,101,102,2,101,0.00001
11416,"irvine km, 2018, ecol appl, v28, p1616, doi 10.1002/eap.1754",,,97,99,2,97,0.00001
19283,"pritt jj, 2014, t am fish soc, v143, p1011, doi 10.1080/00028487.2014.911204",,,96,102,2,96,0.00001
16502,"moller ap, 2008, p natl acad sci usa, v105, p16195, doi 10.1073/pnas.0803825105",,,95,96,2,95,0.00001
20430,"romano a, 2021, arct antarct alp res, v53, p300, doi 10.1080/15230430.2021.1994103",,,95,96,2,95,0.00001
9626,"gunzburger margaret s., 2007, applied herpetology, v4, p47, doi 10.1163/157075407779766750",,,94,97,2,94,0.00001
3972,"cariveau ab, 2019, front ecol evol, v7, doi 10.3389/fevo.2019.00167",,,93,94,2,93,0.00001
927,"angermeier pl, 1995, can j fish aquat sci, v52, p936, doi 10.1139/f95-093",,,92,95,2,92,0.00001
24868,"vitousek pm, 1996, am sci, v84, p468",,,92,92,2,92,0.00001
4801,"cohen jm, 2020, global change biol, v26, p4240, doi 10.1111/gcb.15133",,,88,90,2,88,0.00001
3476,"buchanan jb, 2007, biol invasions, v9, p679, doi 10.1007/s10530-006-9068-7",,,83,86,2,83,0.00001
19470,"radford jq, 2007, j appl ecol, v44, p737, doi 10.1111/j.1365-2664.2007.01327.x",,,76,78,2,76,0.00001
9797,"hall e. r., 1981, mammals n am",,,62,66,2,62,0.00001
14359,"loggins re, 2010, j wildlife manage, v74, p1154, doi 10.2193/2009-294",,,62,66,2,62,0.00001
22988,"stout ij, 2007, distribution abundan, p166",,,62,66,2,62,0.00001
8579,"gehrt sd, 2007, behav ecol, v18, p204, doi 10.1093/beheco/arl075",,,316,324,2,316,0.000009
10072,"harrison dj, 1989, j wildlife manage, v53, p181, doi 10.2307/3801327",,,300,303,2,300,0.000009
15052,"manlick pj, 2020, p natl acad sci usa, v117, p26842, doi 10.1073/pnas.2012774117",,,183,188,2,183,0.000009
15236,"martin ae, 2012, ecol appl, v22, p2277, doi 10.1890/11-2224.1",,,172,177,2,172,0.000009
16201,"milanovich jr, 2010, plos one, v5, doi 10.1371/journal.pone.0012189",,,163,166,2,163,0.000009
16951,"murray d.l., 2020, population ecology p",,,162,167,2,162,0.000009
20631,"rovero f, 2012, biol conserv, v146, p89, doi 10.1016/j.biocon.2011.09.017",,,162,206,3,162,0.000009
23565,"theimer tc, 2015, urban ecosyst, v18, p895, doi 10.1007/s11252-015-0436-x",,,156,157,2,156,0.000009
20752,"rubolini d, 2010, clim res, v42, p45, doi 10.3354/cr00862",,,154,198,3,154,0.000009
1730,"bartomeus i., 2016, fundiv",,,153,162,2,153,0.000009
11660,"jarzyna ma, 2017, global change biol, v23, p2999, doi 10.1111/gcb.13571",,,153,162,2,153,0.000009
15378,"massara rl, 2016, j mammal, v97, p1634, doi 10.1093/jmammal/gyw129",,,153,157,2,153,0.000009
19891,"revell lj, 2012, methods ecol evol, v3, p217, doi 10.1111/j.2041-210x.2011.00169.x",,,153,162,2,153,0.000009
21294,"scherrer d, 2017, divers distrib, v23, p517, doi 10.1111/ddi.12548",,,153,156,2,153,0.000009
25432,"wenny dg, 2011, auk, v128, p1, doi 10.1525/auk.2011.10248",,,153,162,2,153,0.000009
16126,"meyer cfj, 2010, biol conserv, v143, p2797, doi 10.1016/j.biocon.2010.07.029",,,148,168,3,148,0.000009
13523,"lariviere serge, 1997, mammalian species, v563, p1, doi 10.2307/3504533",,,144,149,2,144,0.000009
5612,"damschen ei, 2019, science, v365, p1478, doi 10.1126/science.aax8992",,,139,140,2,139,0.000009
10916,"holt rd, 1997, am nat, v149, p745, doi 10.1086/286018",,,139,149,2,139,0.000009
12420,"keever ac, 2017, mammal res, v62, p413, doi 10.1007/s13364-017-0319-z",,,139,145,2,139,0.000009
716,"alpizar-jara r, 2004, oecologia, v141, p652, doi 10.1007/s00442-004-1641-0",,,138,141,2,138,0.000009
9839,"hamel p. b, 1992, land managers guide",,,138,152,3,138,0.000009
11699,"jenkins cn, 2009, biol conserv, v142, p2166, doi 10.1016/j.biocon.2009.04.016",,,136,137,2,136,0.000009
5489,"curveira-santos g, 2017, agr ecosyst environ, v237, p280, doi 10.1016/j.agee.2016.12.037",,,134,139,2,134,0.000009
11287,"ibisch pl, 2016, science, v354, p1423, doi 10.1126/science.aaf7166",,,134,138,2,134,0.000009
20113,"ripple wj, 2016, bioscience, v66, p807, doi 10.1093/biosci/biw092",,,132,134,2,132,0.000009
7812,"fletcher rj, 2009, oikos, v118, p1139, doi 10.1111/j.1600-0706.2009.17342.x",,,129,130,2,129,0.000009
21174,"sauer jr, 2012, n am breeding bird s",,,129,132,2,129,0.000009
310,"abadi f, 2010, j appl ecol, v47, p393, doi 10.1111/j.1365-2664.2010.01789.x",,,127,129,2,127,0.000009
4078,"caruso n, 2016, plos one, v11, doi 10.1371/journal.pone.0150488",,,125,127,2,125,0.000009
21244,"schaller g.b., 1967, deer tiger",,,125,127,2,125,0.000009
1949,"becker m, 2013, biol conserv, v158, p26, doi 10.1016/j.biocon.2012.08.017",,,124,125,2,124,0.000009
21077,"sankaran m, 2005, nature, v438, p846, doi 10.1038/nature04070",,,123,132,2,123,0.000009
11158,"hunter ea, 2017, anim conserv, v20, p20, doi 10.1111/acv.12280",,,120,127,2,120,0.000009
24385,"usfws, 2011, rev rec plan no spot",,,120,131,2,120,0.000009
25640,"wiens ja, 1981, ecol monogr, v51, p21, doi 10.2307/2937305",,,120,122,2,120,0.000009
10775,"hody jw, 2018, zookeys, p81, doi 10.3897/zookeys.759.15149",,,119,122,2,119,0.000009
3844,"cameron sa, 2020, annu rev entomol, v65, p209, doi 10.1146/annurev-ento-011118-111847",,,118,120,2,118,0.000009
11945,"johnston ca, 1994, wetlands, v14, p49, doi 10.1007/bf03160621",,,118,120,2,118,0.000009
12229,"kapfer jm, 2012, southeast nat, v11, p507, doi 10.1656/058.011.0313",,,118,119,2,118,0.000009
21348,"schmeller ds, 2015, j nat conserv, v25, p51, doi 10.1016/j.jnc.2015.03.003",,,118,123,2,118,0.000009
7296,"fahrig l, 2001, biol conserv, v100, p65, doi 10.1016/s0006-3207(00)00208-1",,,117,119,2,117,0.000009
2692,"boast lk, 2016, oryx, v50, p537, doi 10.1017/s0030605315000241",,,116,131,2,116,0.000009
5068,"cooke hj, 1985, geogr j, v151, p75, doi 10.2307/633282",,,116,131,2,116,0.000009
10411,"hemson g, 2009, biol conserv, v142, p2718, doi 10.1016/j.biocon.2009.06.024",,,116,131,2,116,0.000009
14140,"lindsey p, 2004, s afr j wildl res, v34, p143",,,116,131,2,116,0.000009
16491,"moll rj, 2016, j zool, v300, p177, doi 10.1111/jzo.12369",,,116,120,2,116,0.000009
21227,"scantlebury dm, 2014, science, v346, p79, doi 10.1126/science.1256424",,,116,131,2,116,0.000009
21666,"selebatso m, 2018, afr j ecol, v56, p225, doi 10.1111/aje.12439",,,116,131,2,116,0.000009
25366,"weise fj, 2017, peerj, v5, doi 10.7717/peerj.4096",,,116,131,2,116,0.000009
25322,"weckel m, 2006, j zool, v270, p25, doi 10.1111/j.1469-7998.2006.00106.x",,,115,116,2,115,0.000009
3640,"burnham k. p., 1998, model selection inte, vsecond",,,114,116,2,114,0.000009
6984,"elliot nb, 2017, conserv biol, v31, p934, doi 10.1111/cobi.12878",,,110,116,2,110,0.000009
13010,"kolowski jm, 2007, j mammal, v88, p1017, doi 10.1644/06-mamm-a-143r.1",,,110,116,2,110,0.000009
13419,"lamprey rh, 2004, j biogeogr, v31, p997, doi 10.1111/j.1365-2699.2004.01062.x",,,110,116,2,110,0.000009
11803,"jimenez-valverde a, 2012, global ecol biogeogr, v21, p498, doi 10.1111/j.1466-8238.2011.00683.x",,,109,115,2,109,0.000009
19708,"rebelo h, 2010, j appl ecol, v47, p410, doi 10.1111/j.1365-2664.2009.01765.x",,,109,115,2,109,0.000009
20219,"robertson kenneth r., 1997, p55",,,109,114,2,109,0.000009
7537,"ferreguetti ac, 2018, biol conserv, v227, p133, doi 10.1016/j.biocon.2018.09.009",,,108,114,2,108,0.000009
7539,"ferreguetti ac, 2019, anim biodiv conserv, v42, p203, doi 10.32800/abc.2019.42.0203",,,108,114,2,108,0.000009
14378,"lombardi jv, 2020, ecol evol, v10, p4903, doi 10.1002/ece3.6242",,,108,111,2,108,0.000009
6397,"dodd jr. c. k, 2010, amphibian ecology co",,,107,111,2,107,0.000009
20601,"roth t, 2016, am nat, v187, p457, doi 10.1086/685095",,,105,107,2,105,0.000009
23504,"terborgh j, 1990, ecol monogr, v60, p213, doi 10.2307/1943045",,,105,107,2,105,0.000009
23595,"thiollay jm, 1994, j trop ecol, v10, p449, doi 10.1017/s0266467400008154",,,105,107,2,105,0.000009
9435,"gregory t, 2014, methods ecol evol, v5, p443, doi 10.1111/2041-210x.12177",,,103,106,2,103,0.000009
17509,"north carolina wildlife resources commission, 2015, n car wildl act plan",,,103,105,2,103,0.000009
10190,"haverland mb, 2017, landscape urban plan, v157, p221, doi 10.1016/j.landurbplan.2016.06.001",,,102,104,2,102,0.000009
10964,"hooten mb, 2003, landscape ecol, v18, p487, doi 10.1023/a:1026001008598",,,101,102,2,101,0.000009
18755,"petranka jw, 2003, wetlands, v23, p1030, doi 10.1672/0277-5212(2003)023[1030:roatro]2.0.co;2",,,100,104,2,100,0.000009
6264,"dickson bg, 2009, ecol appl, v19, p608, doi 10.1890/08-0905.1",,,99,103,2,99,0.000009
11413,"irizarry ji, 2016, divers distrib, v22, p410, doi 10.1111/ddi.12415",,,98,100,2,98,0.000009
22103,"singh nj, 2009, biodivers conserv, v18, p2893, doi 10.1007/s10531-009-9615-5",,,95,97,2,95,0.000009
18580,"peres ca, 1996, biol conserv, v77, p115, doi 10.1016/0006-3207(96)00010-9",,,91,94,2,91,0.000009
2019,"beissinger s. r., 2002, population viability",,,84,87,2,84,0.000009
7331,"falke ja, 2010, can j fish aquat sci, v67, p1942, doi 10.1139/f10-109",,,77,78,2,77,0.000009
22898,"stewart dr, 2016, t am fish soc, v145, p450, doi 10.1080/00028487.2016.1143395",,,75,76,2,75,0.000009
12452,"kelling s, 2015, ambio, v44, ps601, doi 10.1007/s13280-015-0710-4",,,74,76,2,74,0.000009
21884,"shine r, 1996, physiol zool, v69, p252, doi 10.1086/physzool.69.2.30164182",,,71,72,2,71,0.000009
444,"adkins ca, 1998, j zool, v244, p335, doi 10.1111/j.1469-7998.1998.tb00038.x",,,324,339,2,324,0.000008
10436,"henke se, 1999, j wildlife manage, v63, p1066, doi 10.2307/3802826",,,320,330,2,320,0.000008
25110,"wandeler p, 2003, mol ecol, v12, p647, doi 10.1046/j.1365-294x.2003.01768.x",,,320,330,2,320,0.000008
10248,"hayward mw, 2007, biol conserv, v139, p219, doi 10.1016/j.biocon.2007.06.018",,,228,241,2,228,0.000008
24151,"turvey st, 2015, j appl ecol, v52, p422, doi 10.1111/1365-2664.12382",,,181,206,3,181,0.000008
1437,"baldi g, 2008, ecol soc, v13",,,179,212,3,179,0.000008
10290,"heard gw, 2015, ecol evol, v5, p3927, doi 10.1002/ece3.1666",,,176,180,2,176,0.000008
7401,"farris zj, 2020, biol invasions, v22, p2033, doi 10.1007/s10530-020-02237-1",,,175,180,2,175,0.000008
4499,"chettri n., 2010, biodiversity e himal",,,171,181,2,171,0.000008
6482,"donoso ds, 2004, biol conserv, v115, p63, doi 10.1016/s0006-3207(03)00094-6",,,166,173,2,166,0.000008
12508,"kelt da, 2000, biol conserv, v92, p345, doi 10.1016/s0006-3207(99)00107-x",,,166,173,2,166,0.000008
20985,"salek m, 2010, landscape urban plan, v98, p86, doi 10.1016/j.landurbplan.2010.07.013",,,166,173,2,166,0.000008
7177,"esteve m.a., 2015, cambio climatico reg, p105",,,165,174,2,165,0.000008
2494,"bischof r, 2014, j zool, v293, p40, doi 10.1111/jzo.12100",,,164,169,2,164,0.000008
24087,"tscharntke t, 2012, biol conserv, v151, p53, doi 10.1016/j.biocon.2012.01.068",,,160,164,2,160,0.000008
22850,"stephens sl, 2012, bioscience, v62, p549, doi 10.1525/bio.2012.62.6.6",,,158,165,2,158,0.000008
2738,"bogoni ja, 2016, j mammal, v97, p713, doi 10.1093/jmammal/gyv215",,,157,162,2,157,0.000008
14472,"loss scott r, 2013, nat commun, v4, p1396, doi 10.1038/ncomms2380",,,156,161,2,156,0.000008
16309,"mills m.g.l., 1978, koedoe, v21, p125",,,152,156,2,152,0.000008
16316,"mills mgl, 2015, afr j wildl res, v45, p127, doi 10.3957/056.045.0127",,,152,156,2,152,0.000008
2191,"bergamini a., 2019, wsl ber, v85, p1",,,151,168,2,151,0.000008
5396,"cruickshank ss, 2020, basic appl ecol, v45, p51, doi 10.1016/j.baae.2020.03.010",,,151,168,2,151,0.000008
6391,"dodd c.k., 2009, amphibian ecology co",,,151,168,2,151,0.000008
9290,"grant ehc, 2019, biol conserv, v236, p543, doi 10.1016/j.biocon.2019.03.003",,,151,168,2,151,0.000008
15647,"mcclure cjw, 2011, condor, v113, p490, doi 10.1525/cond.2011.100234",,,151,193,3,151,0.000008
15708,"mcdonald tl, 2003, environ monit assess, v85, p277, doi 10.1023/a:1023954311636",,,151,168,2,151,0.000008
18766,"petrovan so, 2016, plos one, v11, doi 10.1371/journal.pone.0161943",,,151,168,2,151,0.000008
21362,"schmidt b.r., 2019, amphibian biol volum, p46",,,151,168,2,151,0.000008
21363,"schmidt benedikt r., 2015, zeitschrift fuer feldherpetologie, v22, p137",,,151,168,2,151,0.000008
21372,"schmidt br, 2019, biol conserv, v236, p115, doi 10.1016/j.biocon.2019.05.033",,,151,168,2,151,0.000008
24277,"unglaub b, 2018, basic appl ecol, v27, p20, doi 10.1016/j.baae.2018.01.002",,,151,168,2,151,0.000008
17365,"niedballa j, 2019, remote sens ecol con, v5, p272, doi 10.1002/rse2.107",,,150,156,2,150,0.000008
6871,"edwards s, 2018, afr j ecol, v56, p885, doi 10.1111/aje.12511",,,149,152,2,149,0.000008
11547,"jackson nd, 2014, ecology, v95, p871, doi 10.1890/13-0388.1",,,147,150,2,147,0.000008
20986,"salek m, 2015, mammal rev, v45, p1, doi 10.1111/mam.12027",,,147,151,2,147,0.000008
18283,"parsons aw, 2018, peerj, v6, doi 10.7717/peerj.4536",,,146,170,3,146,0.000008
580,"alberti m, 2003, bioscience, v53, p1169, doi 10.1641/0006-3568(2003)053[1169:ihieoa]2.0.co;2",,,145,150,2,145,0.000008
3534,"buij r, 2007, biol conserv, v135, p189, doi 10.1016/j.biocon.2006.10.028",,,144,147,2,144,0.000008
8679,"george tl, 2001, restor ecol, v9, p272, doi 10.1046/j.1526-100x.2001.009003272.x",,,143,160,3,143,0.000008
5539,"d'souza e, 2013, plos one, v8, doi 10.1371/journal.pone.0076181",,,141,146,2,141,0.000008
16188,"miguet p, 2016, landscape ecol, v31, p1177, doi 10.1007/s10980-015-0314-1",,,141,148,2,141,0.000008
26567,"zollner pa, 2000, landscape ecol, v15, p523, doi 10.1023/a:1008154532512",,,141,148,2,141,0.000008
9219,"gould wr, 2019, ecol appl, v29, doi 10.1002/eap.1825",,,140,145,2,140,0.000008
420,"adams mj, 2000, ecol appl, v10, p559, doi 10.1890/1051-0761(2000)010[0559:ppateo]2.0.co;2",,,139,142,2,139,0.000008
11164,"hunter l., 2011, carnivores world",,,139,143,2,139,0.000008
14187,"link wa, 2003, biometrics, v59, p1123, doi 10.1111/j.0006-341x.2003.00129.x",,,139,140,2,139,0.000008
26517,"zielinski wj, 2013, j fish wildl manag, v4, p3, doi 10.3996/012012-jfwm-002",,,138,141,2,138,0.000008
8961,"glisson wj, 2017, ecosphere, v8, doi 10.1002/ecs2.1837",,,137,140,2,137,0.000008
2503,"bisi f, 2019, hystrix, v30, p178, doi 10.4404/hystrix-00246-2019",,,136,147,2,136,0.000008
7232,"evans ts, 2020, glob ecol conserv, v22, doi 10.1016/j.gecco.2019.e00889",,,136,147,2,136,0.000008
8557,"gaynor km, 2016, front ecol environ, v14, p533, doi 10.1002/fee.1433",,,136,142,2,136,0.000008
15723,"mcevoy jf, 2019, biol conserv, v238, doi 10.1016/j.biocon.2019.108197",,,136,147,2,136,0.000008
19725,"reddy cs, 2019, biodivers conserv, v28, p1129, doi 10.1007/s10531-019-01714-x",,,136,147,2,136,0.000008
231,"[anonymous], cgiar csi srtm 90m d",,,135,138,2,135,0.000008
5220,"courtois ea, 2016, oryx, v50, p450, doi 10.1017/s0030605315000083",,,135,144,2,135,0.000008
14282,"liu jg, 2007, science, v317, p1513, doi 10.1126/science.1144004",,,134,136,2,134,0.000008
12322,"kassen r, 2002, j evolution biol, v15, p173, doi 10.1046/j.1420-9101.2002.00377.x",,,131,134,2,131,0.000008
8359,"gallo t, 2019, j anim ecol, v88, p793, doi 10.1111/1365-2656.12967",,,130,133,2,130,0.000008
16400,"mitchell ms, 2006, forest ecol manag, v221, p155, doi 10.1016/j.foreco.2005.09.023",,,129,132,2,129,0.000008
24672,"velho n, 2016, land, v5, doi 10.3390/land5040035",,,128,131,2,128,0.000008
25220,"watanabe s, 2013, j mach learn res, v14, p867",,,128,131,2,128,0.000008
1339,"baguette m, 2007, landscape ecol, v22, p1117, doi 10.1007/s10980-007-9108-4",,,126,127,2,126,0.000008
8525,"gaston kj, 2009, j appl ecol, v46, p1, doi 10.1111/j.1365-2664.2008.01596.x",,,126,129,2,126,0.000008
15932,"mech ld, 2017, biol conserv, v210, p310, doi 10.1016/j.biocon.2017.04.029",,,123,129,2,123,0.000008
23723,"thorn m, 2012, biol conserv, v150, p23, doi 10.1016/j.biocon.2012.02.017",,,123,127,2,123,0.000008
19936,"ribeiro jw, 2018, ecol appl, v28, p1554, doi 10.1002/eap.1741",,,122,124,2,122,0.000008
